num_cands,num_voters,pm,vm,size_mult_winners
20,"(4, 5)",IC,Split Cycle,2
20,"(4, 5)",IC,Beat Path,2
20,"(4, 5)",IC,Copeland,2
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,2
20,"(4, 5)",IC,Split Cycle,2
20,"(4, 5)",IC,Beat Path,2
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,3
20,"(4, 5)",IC,Split Cycle,4
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,5
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,2
20,"(4, 5)",IC,Split Cycle,2
20,"(4, 5)",IC,Beat Path,2
20,"(4, 5)",IC,GETCHA,19
20,"(4, 5)",IC,Uncovered Set,2
20,"(4, 5)",IC,Split Cycle,3
20,"(4, 5)",IC,Beat Path,3
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,3
20,"(4, 5)",IC,Split Cycle,4
20,"(4, 5)",IC,Beat Path,4
20,"(4, 5)",IC,Copeland,2
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,5
20,"(4, 5)",IC,Split Cycle,2
20,"(4, 5)",IC,Beat Path,2
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,2
20,"(4, 5)",IC,Split Cycle,2
20,"(4, 5)",IC,Beat Path,2
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,5
20,"(4, 5)",IC,Split Cycle,2
20,"(4, 5)",IC,Beat Path,2
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,2
20,"(4, 5)",IC,Split Cycle,2
20,"(4, 5)",IC,Beat Path,2
20,"(4, 5)",IC,Copeland,2
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,2
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,4
20,"(4, 5)",IC,Split Cycle,7
20,"(4, 5)",IC,Beat Path,7
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,6
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,GETCHA,19
20,"(4, 5)",IC,Uncovered Set,4
20,"(4, 5)",IC,Split Cycle,4
20,"(4, 5)",IC,Beat Path,4
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,3
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,Copeland,2
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,6
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,5
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,Copeland,2
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,3
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,Copeland,3
20,"(4, 5)",IC,GETCHA,19
20,"(4, 5)",IC,Uncovered Set,5
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,4
20,"(4, 5)",IC,Split Cycle,7
20,"(4, 5)",IC,Beat Path,7
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,6
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,GETCHA,19
20,"(4, 5)",IC,Uncovered Set,4
20,"(4, 5)",IC,Split Cycle,4
20,"(4, 5)",IC,Beat Path,4
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,3
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,Copeland,2
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,6
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,5
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,Copeland,2
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,3
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,Copeland,3
20,"(4, 5)",IC,GETCHA,19
20,"(4, 5)",IC,Uncovered Set,5
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,4
20,"(4, 5)",IC,Split Cycle,7
20,"(4, 5)",IC,Beat Path,7
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,6
20,"(4, 5)",IC,Split Cycle,6
20,"(4, 5)",IC,Beat Path,6
20,"(4, 5)",IC,GETCHA,19
20,"(4, 5)",IC,Uncovered Set,4
20,"(4, 5)",IC,Split Cycle,4
20,"(4, 5)",IC,Beat Path,4
20,"(4, 5)",IC,GETCHA,20
20,"(4, 5)",IC,Uncovered Set,3
20,"(10, 11)",IC,Split Cycle,5
20,"(10, 11)",IC,Beat Path,5
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,6
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,2
20,"(10, 11)",IC,Split Cycle,3
20,"(10, 11)",IC,Beat Path,3
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,4
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,19
20,"(10, 11)",IC,Uncovered Set,2
20,"(10, 11)",IC,Split Cycle,4
20,"(10, 11)",IC,Beat Path,4
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,7
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,2
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,Split Cycle,4
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,6
20,"(10, 11)",IC,Split Cycle,6
20,"(10, 11)",IC,Beat Path,6
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,7
20,"(10, 11)",IC,Split Cycle,5
20,"(10, 11)",IC,Beat Path,5
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,6
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,2
20,"(10, 11)",IC,Split Cycle,3
20,"(10, 11)",IC,Beat Path,3
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,4
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,19
20,"(10, 11)",IC,Uncovered Set,2
20,"(10, 11)",IC,Split Cycle,4
20,"(10, 11)",IC,Beat Path,4
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,7
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,2
20,"(10, 11)",IC,Split Cycle,4
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,6
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,Split Cycle,6
20,"(10, 11)",IC,Beat Path,6
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,7
20,"(10, 11)",IC,Split Cycle,5
20,"(10, 11)",IC,Beat Path,5
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,6
20,"(10, 11)",IC,Split Cycle,3
20,"(10, 11)",IC,Beat Path,3
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,4
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,19
20,"(10, 11)",IC,Uncovered Set,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,5
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,Split Cycle,6
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,19
20,"(10, 11)",IC,Uncovered Set,6
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,7
20,"(10, 11)",IC,Split Cycle,4
20,"(10, 11)",IC,Beat Path,4
20,"(10, 11)",IC,GETCHA,19
20,"(10, 11)",IC,Uncovered Set,8
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,6
20,"(10, 11)",IC,Split Cycle,4
20,"(10, 11)",IC,Beat Path,4
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,5
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,3
20,"(10, 11)",IC,GETCHA,19
20,"(10, 11)",IC,Uncovered Set,4
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,5
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,Split Cycle,6
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,19
20,"(10, 11)",IC,Uncovered Set,6
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,7
20,"(10, 11)",IC,Split Cycle,4
20,"(10, 11)",IC,Beat Path,4
20,"(10, 11)",IC,GETCHA,19
20,"(10, 11)",IC,Uncovered Set,8
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,6
20,"(10, 11)",IC,Split Cycle,4
20,"(10, 11)",IC,Beat Path,4
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,5
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,3
20,"(10, 11)",IC,GETCHA,19
20,"(10, 11)",IC,Uncovered Set,4
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,5
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,3
20,"(10, 11)",IC,Split Cycle,6
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,Copeland,2
20,"(10, 11)",IC,GETCHA,19
20,"(10, 11)",IC,Uncovered Set,6
20,"(10, 11)",IC,Split Cycle,2
20,"(10, 11)",IC,Beat Path,2
20,"(10, 11)",IC,GETCHA,20
20,"(10, 11)",IC,Uncovered Set,7
20,"(20, 21)",IC,Split Cycle,7
20,"(20, 21)",IC,Beat Path,3
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,Split Cycle,4
20,"(20, 21)",IC,Beat Path,4
20,"(20, 21)",IC,Copeland,2
20,"(20, 21)",IC,GETCHA,17
20,"(20, 21)",IC,Uncovered Set,8
20,"(20, 21)",IC,Split Cycle,2
20,"(20, 21)",IC,Beat Path,2
20,"(20, 21)",IC,Copeland,2
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,3
20,"(20, 21)",IC,Split Cycle,3
20,"(20, 21)",IC,Beat Path,3
20,"(20, 21)",IC,GETCHA,19
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,2
20,"(20, 21)",IC,Split Cycle,2
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,2
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,3
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,3
20,"(20, 21)",IC,Split Cycle,2
20,"(20, 21)",IC,Beat Path,2
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,2
20,"(20, 21)",IC,Split Cycle,5
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,7
20,"(20, 21)",IC,Split Cycle,7
20,"(20, 21)",IC,Beat Path,3
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,Split Cycle,4
20,"(20, 21)",IC,Beat Path,4
20,"(20, 21)",IC,Copeland,2
20,"(20, 21)",IC,GETCHA,17
20,"(20, 21)",IC,Uncovered Set,8
20,"(20, 21)",IC,Split Cycle,2
20,"(20, 21)",IC,Beat Path,2
20,"(20, 21)",IC,Copeland,2
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,3
20,"(20, 21)",IC,Split Cycle,3
20,"(20, 21)",IC,Beat Path,3
20,"(20, 21)",IC,GETCHA,19
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,2
20,"(20, 21)",IC,Split Cycle,2
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,2
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,3
20,"(20, 21)",IC,Split Cycle,2
20,"(20, 21)",IC,Beat Path,2
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,2
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,3
20,"(20, 21)",IC,Split Cycle,5
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,7
20,"(20, 21)",IC,Split Cycle,7
20,"(20, 21)",IC,Beat Path,3
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,Split Cycle,4
20,"(20, 21)",IC,Beat Path,4
20,"(20, 21)",IC,Copeland,2
20,"(20, 21)",IC,GETCHA,17
20,"(20, 21)",IC,Uncovered Set,8
20,"(20, 21)",IC,Split Cycle,2
20,"(20, 21)",IC,Beat Path,2
20,"(20, 21)",IC,Copeland,2
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,3
20,"(20, 21)",IC,Split Cycle,3
20,"(20, 21)",IC,Beat Path,3
20,"(20, 21)",IC,GETCHA,19
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,2
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,Copeland,2
20,"(20, 21)",IC,GETCHA,19
20,"(20, 21)",IC,Uncovered Set,3
20,"(20, 21)",IC,Split Cycle,5
20,"(20, 21)",IC,GETCHA,19
20,"(20, 21)",IC,Uncovered Set,9
20,"(20, 21)",IC,Split Cycle,4
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,Split Cycle,4
20,"(20, 21)",IC,GETCHA,17
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,Split Cycle,4
20,"(20, 21)",IC,Beat Path,4
20,"(20, 21)",IC,GETCHA,19
20,"(20, 21)",IC,Uncovered Set,6
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,Copeland,2
20,"(20, 21)",IC,GETCHA,19
20,"(20, 21)",IC,Uncovered Set,3
20,"(20, 21)",IC,Split Cycle,5
20,"(20, 21)",IC,GETCHA,19
20,"(20, 21)",IC,Uncovered Set,9
20,"(20, 21)",IC,Split Cycle,4
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,Split Cycle,4
20,"(20, 21)",IC,GETCHA,17
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,Split Cycle,4
20,"(20, 21)",IC,Beat Path,4
20,"(20, 21)",IC,GETCHA,19
20,"(20, 21)",IC,Uncovered Set,6
20,"(20, 21)",IC,GETCHA,20
20,"(20, 21)",IC,Uncovered Set,4
20,"(20, 21)",IC,Copeland,2
20,"(20, 21)",IC,GETCHA,19
20,"(20, 21)",IC,Uncovered Set,3
20,"(20, 21)",IC,Split Cycle,5
20,"(20, 21)",IC,GETCHA,19
20,"(20, 21)",IC,Uncovered Set,9
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,Beat Path,2
20,"(50, 51)",IC,Copeland,2
20,"(50, 51)",IC,GETCHA,2
20,"(50, 51)",IC,Uncovered Set,2
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,4
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,2
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,GETCHA,19
20,"(50, 51)",IC,Uncovered Set,2
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,4
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,Beat Path,2
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,8
20,"(50, 51)",IC,Split Cycle,4
20,"(50, 51)",IC,Beat Path,4
20,"(50, 51)",IC,GETCHA,19
20,"(50, 51)",IC,Uncovered Set,7
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,Beat Path,2
20,"(50, 51)",IC,Copeland,2
20,"(50, 51)",IC,GETCHA,2
20,"(50, 51)",IC,Uncovered Set,2
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,4
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,2
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,GETCHA,19
20,"(50, 51)",IC,Uncovered Set,2
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,4
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,Beat Path,2
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,8
20,"(50, 51)",IC,Split Cycle,4
20,"(50, 51)",IC,Beat Path,4
20,"(50, 51)",IC,GETCHA,19
20,"(50, 51)",IC,Uncovered Set,7
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,Beat Path,2
20,"(50, 51)",IC,Copeland,2
20,"(50, 51)",IC,GETCHA,2
20,"(50, 51)",IC,Uncovered Set,2
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,4
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,2
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,4
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,8
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,Beat Path,2
20,"(50, 51)",IC,GETCHA,19
20,"(50, 51)",IC,Uncovered Set,9
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,11
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,4
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,8
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,Beat Path,2
20,"(50, 51)",IC,GETCHA,19
20,"(50, 51)",IC,Uncovered Set,9
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,11
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,4
20,"(50, 51)",IC,GETCHA,20
20,"(50, 51)",IC,Uncovered Set,8
20,"(50, 51)",IC,Split Cycle,2
20,"(50, 51)",IC,Beat Path,2
20,"(50, 51)",IC,GETCHA,19
20,"(50, 51)",IC,Uncovered Set,9
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,Beat Path,2
20,"(100, 101)",IC,Copeland,2
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,4
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,5
20,"(100, 101)",IC,Split Cycle,4
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,9
20,"(100, 101)",IC,Copeland,2
20,"(100, 101)",IC,GETCHA,19
20,"(100, 101)",IC,Uncovered Set,3
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,2
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,Beat Path,2
20,"(100, 101)",IC,GETCHA,19
20,"(100, 101)",IC,Uncovered Set,3
20,"(100, 101)",IC,Split Cycle,3
20,"(100, 101)",IC,GETCHA,17
20,"(100, 101)",IC,Uncovered Set,3
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,Beat Path,2
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,11
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,2
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,Beat Path,2
20,"(100, 101)",IC,Copeland,2
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,4
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,5
20,"(100, 101)",IC,Split Cycle,4
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,9
20,"(100, 101)",IC,Copeland,2
20,"(100, 101)",IC,GETCHA,19
20,"(100, 101)",IC,Uncovered Set,3
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,2
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,Beat Path,2
20,"(100, 101)",IC,GETCHA,19
20,"(100, 101)",IC,Uncovered Set,3
20,"(100, 101)",IC,Split Cycle,3
20,"(100, 101)",IC,GETCHA,17
20,"(100, 101)",IC,Uncovered Set,3
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,Beat Path,2
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,11
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,2
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,Beat Path,2
20,"(100, 101)",IC,Copeland,2
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,4
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,5
20,"(100, 101)",IC,Split Cycle,4
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,9
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,2
20,"(100, 101)",IC,Split Cycle,3
20,"(100, 101)",IC,Beat Path,3
20,"(100, 101)",IC,Copeland,2
20,"(100, 101)",IC,GETCHA,19
20,"(100, 101)",IC,Uncovered Set,3
20,"(100, 101)",IC,GETCHA,19
20,"(100, 101)",IC,Uncovered Set,4
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,GETCHA,17
20,"(100, 101)",IC,Uncovered Set,4
20,"(100, 101)",IC,Copeland,2
20,"(100, 101)",IC,GETCHA,19
20,"(100, 101)",IC,Uncovered Set,11
20,"(100, 101)",IC,Copeland,2
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,3
20,"(100, 101)",IC,Copeland,2
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,5
20,"(100, 101)",IC,GETCHA,19
20,"(100, 101)",IC,Uncovered Set,4
20,"(100, 101)",IC,Split Cycle,4
20,"(100, 101)",IC,Beat Path,3
20,"(100, 101)",IC,GETCHA,20
20,"(100, 101)",IC,Uncovered Set,7
20,"(100, 101)",IC,Split Cycle,3
20,"(100, 101)",IC,Beat Path,3
20,"(100, 101)",IC,Copeland,2
20,"(100, 101)",IC,GETCHA,19
20,"(100, 101)",IC,Uncovered Set,3
20,"(100, 101)",IC,GETCHA,19
20,"(100, 101)",IC,Uncovered Set,4
20,"(100, 101)",IC,Split Cycle,2
20,"(100, 101)",IC,GETCHA,17
20,"(100, 101)",IC,Uncovered Set,4
20,"(100, 101)",IC,Copeland,2
20,"(100, 101)",IC,GETCHA,19
20,"(100, 101)",IC,Uncovered Set,11
20,"(100, 101)",IC,Copeland,2
